# eta dependence on tildeGamma for fixed d_S, theta_I, t, H0 
# d_S = 0.2, theta_I = 0.02, t = 0.2, H0 = 0.3 
# tildeGamma eta 
0.0 0.028036930908855798 
0.0020408163265306124 0.02341870576575175 
0.004081632653061225 0.01984726741835177 
0.006122448979591837 0.017139009139212846 
0.00816326530612245 0.015066771875772642 
0.010204081632653062 0.013355759989467638 
0.012244897959183675 0.01192089015661277 
0.014285714285714287 0.010701757485454759 
0.0163265306122449 0.009654269625979045 
0.018367346938775512 0.008745484627287898 
0.020408163265306124 0.00795029934721548 
0.022448979591836737 0.007249254600213366 
0.02448979591836735 0.006627039476146411 
0.02653061224489796 0.006071447369926541 
0.028571428571428574 0.005572649184996384 
0.030612244897959186 0.0051874172218419334 
0.0326530612244898 0.00486290432050534 
0.03469387755102041 0.0045687129942048165 
0.036734693877551024 0.0043009700307239255 
0.03877551020408164 0.004056419282234496 
0.04081632653061225 0.00383230514616928 
0.04285714285714286 0.003626281284169419 
0.04489795918367347 0.003436338450410777 
0.04693877551020409 0.003260746941287428 
0.0489795918367347 0.003098010341066337 
0.05102040816326531 0.0029468280724264367 
0.05306122448979592 0.0028060648678547534 
0.05510204081632654 0.00267472572355901 
0.05714285714285715 0.0025519352273647485 
0.05918367346938776 0.0024369204006821966 
0.06122448979591837 0.0023289963813129446 
0.06326530612244899 0.0022275544172826746 
0.0653061224489796 0.002132051750391409 
0.0673469387755102 0.0020420030544109516 
0.06938775510204082 0.001956973157704424 
0.07142857142857144 0.001876570833133546 
0.07346938775510205 0.0018004434780436848 
0.07551020408163266 0.00172827254030757 
0.07755102040816328 0.001659769571810444 
0.07959183673469389 0.0015946728125772296 
0.0816326530612245 0.001532761930878115 
0.0836734693877551 0.0014737844731947379 
0.08571428571428572 0.00141756027479945 
0.08775510204081634 0.001363908206842506 
0.08979591836734695 0.0013126623449194103 
0.09183673469387756 0.001263670321879129 
0.09387755102040818 0.0012167921698074376 
0.09591836734693879 0.001171898919528496 
0.0979591836734694 0.0011288716853860828 
0.1 0.001087600642772122 
