# eta dependence H_0 for fixed d_S, theta_I, t, tildeGamma 
# d_S = 0.2, theta_I = 0.02, t = 0.2, tildeGamma = 0.01 
# H0 eta 
0.0 0.0 
0.014285714285714285 0.0006193742820234432 
0.02857142857142857 0.001236175370172027 
0.04285714285714286 0.0018478099425560076 
0.05714285714285714 0.0024516442171838917 
0.07142857142857142 0.003044983208589156 
0.08571428571428572 0.003669204298972428 
0.09999999999999999 0.0043736282888108815 
0.11428571428571428 0.005070328354109089 
0.12857142857142856 0.005756779654447362 
0.14285714285714285 0.006430398178541539 
0.15714285714285714 0.007088414400017971 
0.17142857142857143 0.007727918080217683 
0.18571428571428572 0.008345815759109913 
0.19999999999999998 0.008938803022020353 
0.21428571428571427 0.009503334238994205 
0.22857142857142856 0.01009072461965376 
0.24285714285714285 0.010829176843512148 
0.2571428571428571 0.011544349012184355 
0.2714285714285714 0.012232707884078172 
0.2857142857142857 0.012890409753305477 
0.3 0.013513259270011208 
0.3142857142857143 0.014096663195178985 
0.32857142857142857 0.014653742469401302 
0.34285714285714286 0.0154707067199838 
0.35714285714285715 0.016255839010982483 
0.37142857142857144 0.017004476935232007 
0.3857142857142857 0.017597538815236166 
0.39999999999999997 0.018103233460178503 
0.41428571428571426 0.01860250624393536 
0.42857142857142855 0.01938389839416643 
0.44285714285714284 0.020114033142447432 
0.45714285714285713 0.020786092538198964 
0.4714285714285714 0.021392417333453706 
0.4857142857142857 0.02192851197641164 
0.5 0.022878120761872147 
0.5142857142857142 0.023774108639998594 
0.5285714285714286 0.024410034489798994 
0.5428571428571428 0.024898774460342183 
0.5571428571428572 0.025511389651370283 
0.5714285714285714 0.026394265481013316 
0.5857142857142857 0.027198961421127345 
0.6 0.02791361509472117 
0.6142857142857142 0.028637977945992918 
0.6285714285714286 0.029582484738253402 
0.6428571428571428 0.030321887525810044 
0.6571428571428571 0.030945530723254733 
0.6714285714285714 0.031637277957652976 
0.6857142857142857 0.03279404161861895 
0.7 0.03385434417536443 
