# eta dependence H_0 for fixed d_S, theta_I, t, tildeGamma 
# d_S = 0.2, theta_I = 0.02, t = 0.2, tildeGamma = 0.002 
# H0 eta 
0.0 0.0 
0.014285714285714285 0.0010799263993251029 
0.02857142857142857 0.00215570393832941 
0.04285714285714286 0.0032231308675824996 
0.05714285714285714 0.004277898939522843 
0.07142857142857142 0.005361024142108329 
0.08571428571428572 0.006545061136283791 
0.09999999999999999 0.00771887211307864 
0.11428571428571428 0.008878464394478912 
0.12857142857142856 0.010019536421969174 
0.14285714285714285 0.011137487145227847 
0.15714285714285714 0.012227336211045742 
0.17142857142857143 0.013283654944325186 
0.18571428571428572 0.014300490229730307 
0.19999999999999998 0.015419221806349321 
0.21428571428571427 0.01663912023280448 
0.22857142857142856 0.01782525471988146 
0.24285714285714285 0.01897133297079823 
0.2571428571428571 0.02007032357478914 
0.2714285714285714 0.021114342954198423 
0.2857142857142857 0.022183806424115087 
0.3 0.023499466846510112 
0.3142857142857143 0.024768521372777748 
0.32857142857142857 0.025982364145644782 
0.34285714285714286 0.027106633238688522 
0.35714285714285715 0.028016242674455707 
0.37142857142857144 0.029326327677758106 
0.3857142857142857 0.030565478371197424 
0.39999999999999997 0.03172157819063875 
0.41428571428571426 0.03278068055317346 
0.42857142857142855 0.03398848966449001 
0.44285714285714284 0.03545547795520646 
0.45714285714285713 0.03683791724735069 
0.4714285714285714 0.03803347673162144 
0.4857142857142857 0.039091916446077936 
0.5 0.040547270261032435 
0.5142857142857142 0.04189074989814675 
0.5285714285714286 0.043100880441012034 
0.5428571428571428 0.04453299986027494 
0.5571428571428572 0.04631213872655503 
0.5714285714285714 0.04757670444306759 
0.5857142857142857 0.04864531215400626 
0.6 0.050372570169284835 
0.6142857142857142 0.0520883866813593 
0.6285714285714286 0.053640877303065264 
0.6428571428571428 0.055155952959151815 
0.6571428571428571 0.05691301909794535 
0.6714285714285714 0.0584780955012423 
0.6857142857142857 0.060194782100963816 
0.7 0.062462453245234036 
