# eta dependence on tildeGamma for fixed d_S, theta_I, t, H0 
# d_S = 0.2, theta_I = 0.02, t = 0.2, H0 = 0.7 
# tildeGamma eta 
0.0 0.07568700851311277 
0.0020408163265306124 0.06222829268120043 
0.004081632653061225 0.05147221195362567 
0.006122448979591837 0.04395805968872068 
0.00816326530612245 0.03769044895277945 
0.010204081632653062 0.03340465744740939 
0.012244897959183675 0.029202248518922017 
0.014285714285714287 0.025905568468948738 
0.0163265306122449 0.023386113777322966 
0.018367346938775512 0.021072475853734354 
0.020408163265306124 0.019077737693928738 
0.022448979591836737 0.017727443705531185 
0.02448979591836735 0.016232387587746564 
0.02653061224489796 0.014809095183126864 
0.028571428571428574 0.01347722845591149 
0.030612244897959186 0.012570643352225047 
0.0326530612244898 0.011783793941472989 
0.03469387755102041 0.011029262225196202 
0.036734693877551024 0.01030743528277894 
0.03877551020408164 0.009617925035972695 
0.04081632653061225 0.008959857450879545 
0.04285714285714286 0.008454152058420714 
0.04489795918367347 0.008106837200656835 
0.04693877551020409 0.007766402153494073 
0.0489795918367347 0.007433886376720306 
0.05102040816326531 0.007109965624446053 
0.05306122448979592 0.0067521786709721894 
0.05510204081632654 0.006371802437734212 
0.05714285714285715 0.0060055609812279444 
0.05918367346938776 0.005652956758515913 
0.06122448979591837 0.005313465811120491 
0.06326530612244899 0.005037689713430061 
0.0653061224489796 0.0048665546786883515 
0.0673469387755102 0.004698452567799904 
0.06938775510204082 0.0045336039554580935 
0.07142857142857144 0.004372161944756547 
0.07346938775510205 0.0042142259574944885 
0.07551020408163266 0.0040598527550891415 
0.07755102040816328 0.003909065272019231 
0.07959183673469389 0.003761859714311724 
0.0816326530612245 0.0036182112753418874 
0.0836734693877551 0.00347807874647797 
0.08571428571428572 0.003341408240964017 
0.08775510204081634 0.003208136203944038 
0.08979591836734695 0.0030781918463807104 
0.09183673469387756 0.0029514991125366226 
0.09387755102040818 0.002827978269329746 
0.09591836734693879 0.002707547187854357 
0.0979591836734694 0.002590122374744749 
0.1 0.002475619799073734 
